
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 07월 28일~08월 26일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
통영,162,08-21,      25.7,      29.3,      23.0,      10.7,      81.1,       5.8,,,    1005.8,    1009.4,       2.2
목포,165,08-21,      26.0,      29.7,      23.1,       6.9,      81.9,       6.3,       6.0,       4.2,    1004.1,    1008.9,       2.9
여수,168,08-21,      25.8,      28.8,      23.6,      10.9,      78.9,       6.1,       5.8,       4.6,    1001.4,    1009.1,       3.6
흑산도,169,08-21,      24.6,      27.9,      22.4,       6.3,      88.4,       5.9,       6.1,,     999.9,    1008.8,       3.9
완도,170,08-21,      25.6,      29.4,      22.9,       9.0,      82.9,       5.4,,,    1005.3,    1008.8,       2.8
고창,172,08-21,      25.7,      30.3,      22.3,      10.5,      86.4,       5.1,,,    1003.0,    1008.9,       2.1
제주,184,08-21,      26.8,      29.8,      24.5,      12.5,      76.5,       5.9,       6.0,       4.5,    1006.3,    1008.8,       2.6
고산,185,08-21,      26.2,      29.2,      23.8,      10.0,      83.6,       6.9,,,    1000.1,    1008.3,       4.9
성산,188,08-21,      26.2,      29.6,      23.4,      14.6,      81.2,       5.9,,,    1006.9,    1009.0,       2.7
서귀포,189,08-21,      27.1,      30.1,      24.6,      16.0,      80.3,       6.2,       6.1,       4.0,    1002.7,    1008.5,       2.4
진주,192,08-21,      25.6,      30.3,      21.9,      10.0,      78.6,       5.4,,,    1006.1,    1009.1,       1.3
강화,201,08-21,      24.2,      28.5,      20.5,       7.7,      78.7,       5.9,,,    1004.0,    1009.4,       2.0
양평,202,08-21,      24.7,      29.8,      20.8,       9.4,      78.4,       5.3,,,    1004.3,    1009.8,       1.2
이천,203,08-21,      24.5,      29.6,      20.5,       7.9,      75.9,       5.3,,,    1000.4,    1009.1,       1.2
인제,211,08-21,      22.9,      28.1,      19.1,      10.0,      78.6,       4.9,,,     987.0,    1009.7,       1.9
홍천,212,08-21,      24.1,      29.8,      20.0,       9.7,      75.5,       5.1,,,     993.6,    1009.6,       1.1
태백,216,08-21,      20.9,      25.5,      17.2,       8.2,      79.6,       4.4,,,     930.3,    1009.1,       1.6
정선군,217,08-21,      23.7,      29.4,      20.0,       6.7,      80.2,       4.1,,,     974.8,    1009.4,       1.2
제천,221,08-21,      23.4,      28.7,      19.3,       7.6,      75.9,       5.0,,,     980.1,    1009.6,       1.3
보은,226,08-21,      23.9,      29.2,      19.8,       7.2,      76.9,       5.7,,,     989.4,    1009.0,       1.1
천안,232,08-21,      24.7,      29.7,      20.7,       8.1,      76.8,       5.6,,,    1005.2,    1009.0,       1.5
보령,235,08-21,      25.3,      29.4,      21.8,       8.8,      80.9,       6.1,,,    1007.0,    1009.1,       1.7
부여,236,08-21,      25.2,      30.3,      21.4,       7.6,      78.3,       5.9,,,    1007.7,    1009.3,       1.2
금산,238,08-21,      24.3,      29.9,      20.3,       6.6,      75.6,       5.2,,,     989.9,    1009.2,       1.1
부안,243,08-21,      25.4,      30.2,      21.8,       6.2,      79.3,       6.2,,,    1008.0,    1009.1,       1.4
임실,244,08-21,      23.9,      29.3,      19.8,       7.4,      78.9,       5.4,,,     981.4,    1009.2,       1.1
정읍,245,08-21,      25.5,      30.5,      21.8,       8.4,      77.4,       5.1,,,    1003.9,    1009.2,       1.1
남원,247,08-21,      25.0,      30.2,      21.0,       8.5,      78.4,       5.7,,,     997.6,    1009.2,       1.2
장수,248,08-21,      22.9,      28.1,      18.8,       8.3,      81.9,       4.9,,,     963.6,    1009.2,       1.4
영광군,252,08-21,      26.0,      30.4,      22.5,       8.3,      81.5,       6.1,,,    1004.8,    1009.0,       1.9
김해시,253,08-21,      27.2,      31.8,      24.0,       5.7,      75.6,       6.1,,,    1003.6,    1010.3,       1.8
순창군,254,08-21,      25.6,      30.8,      21.7,       9.1,      79.6,       5.4,,,     995.2,    1009.5,       1.3
양산시,257,08-21,      27.1,      31.7,      23.8,       7.4,      74.6,       5.5,,,    1009.2,    1010.9,       2.3
강진군,259,08-21,      26.0,      30.3,      22.7,      11.2,      82.9,       5.5,,,    1008.4,    1009.8,       1.9
장흥,260,08-21,      25.2,      29.6,      21.5,      10.0,      81.8,       5.4,,,    1004.0,    1009.0,       1.5
해남,261,08-21,      25.5,      30.0,      21.7,       7.8,      81.1,       6.2,,,    1007.1,    1009.1,       1.9
고흥,262,08-21,      25.3,      29.6,      21.8,       9.7,      77.8,       5.5,,,    1003.3,    1009.2,       1.3
의령군,263,08-21,      25.2,      30.3,      21.3,       9.9,      85.7,       4.8,,,    1007.5,    1009.1,       0.9
함양군,264,08-21,      24.9,      30.4,      21.0,       9.8,      86.7,       4.6,,,     991.9,    1008.9,       0.6
진도군,268,08-21,      25.9,      30.0,      22.6,      10.7,,,,,,,       1.6
봉화,271,08-21,      22.5,      28.1,      18.1,       5.4,      79.2,       4.8,,,     973.4,    1009.1,       1.1
영주,272,08-21,      23.8,      29.1,      19.7,       7.2,      76.4,       5.1,,,     985.7,    1009.2,       1.4
문경,273,08-21,      23.8,      28.9,      19.9,       7.2,      79.1,       5.0,,,     989.9,    1009.3,       1.1
청송군,276,08-21,      24.0,      30.0,      19.8,       4.8,      81.6,       4.8,,,     986.0,    1009.4,       0.9
영덕,277,08-21,      24.2,      28.6,      20.8,       8.3,      79.7,       5.8,,,    1005.9,    1010.6,       2.3
의성,278,08-21,      24.7,      30.7,      20.1,       6.2,      75.9,       5.2,,,    1000.4,    1009.4,       1.0
구미,279,08-21,      25.2,      30.3,      21.3,       6.8,      76.2,       5.4,,,    1004.3,    1009.6,       1.1
영천,281,08-21,      24.9,      30.1,      20.9,       9.3,      75.1,       5.6,,,     999.2,    1009.7,       1.5
경주시,283,08-21,      25.2,      30.4,      21.7,       8.1,      82.3,       4.9,,,    1005.1,    1009.4,       1.7
경주시,283,08-21,      25.2,      30.4,      21.7,       8.1,      82.3,       4.9,,,    1005.1,    1009.4,       1.7
거창,284,08-21,      24.1,      29.5,      20.0,       7.3,      79.8,       5.5,,,     984.2,    1009.4,       1.1
합천,285,08-21,      25.3,      30.7,      21.1,      10.9,      75.1,       5.3,,,    1005.8,    1009.5,       1.2
밀양,288,08-21,      25.6,      30.8,      21.6,       8.8,      77.1,       5.5,,,    1008.3,    1009.6,       1.3
산청,289,08-21,      24.6,      29.7,      21.0,      10.7,      78.1,       5.2,,,     994.1,    1009.9,       1.1
거제,294,08-21,      25.6,      29.6,      22.5,      13.2,      77.1,       5.8,,,    1004.5,    1009.0,       1.7
남해,295,08-21,      25.7,      30.0,      22.6,      13.8,      78.2,       5.6,,,    1004.6,    1009.8,       1.3
강남,400,08-21,      26.3,      30.3,      23.1,       9.8,,,,,,,       1.7
서초,401,08-21,      26.5,      31.2,      23.2,       8.9,,,,,,,       1.3
강동,402,08-21,      25.7,      30.1,      22.2,      11.0,,,,,,,       1.4
송파,403,08-21,      26.2,      30.3,      23.0,       9.5,,,,,,,       1.7
강서,404,08-21,      25.7,      29.8,      22.6,       7.8,,,,,,,       1.9
양천,405,08-21,      26.6,      30.7,      23.5,       8.6,,,,,,,       1.5
도봉,406,08-21,      25.1,      29.8,      21.3,      10.4,,,,,,,       0.9
노원,407,08-21,      24.9,      29.7,      20.8,      10.8,,,,,,,       1.4
동대문,408,08-21,      26.2,      30.4,      22.9,      11.1,,,,,,,       1.9
중랑,409,08-21,      26.3,      30.2,      23.1,      11.1,,,,,,,       2.2
기상청,410,08-21,      25.9,      29.7,      22.9,       9.1,,,,,,,       1.6
마포,411,08-21,      26.2,      30.1,      22.8,       9.0,,,,,,,       2.3
서대문,412,08-21,      25.0,      29.9,      21.6,       8.4,,,,,,,       1.3
광진,413,08-21,      26.2,      30.4,      22.8,       9.9,,,,,,,       1.8
성북,414,08-21,      25.3,      29.3,      21.9,      10.6,,,,,,,       1.7
용산,415,08-21,      26.5,      30.6,      23.4,       9.4,,,,,,,       2.0
은평,416,08-21,      25.2,      29.4,      21.6,       7.7,,,,,,,       1.7
금천,417,08-21,      25.9,      29.5,      23.0,       9.1,,,,,,,       2.2
중구,419,08-21,      24.5,      29.1,      21.3,       9.2,,,,,,,       1.9
성동,421,08-21,      26.2,      30.0,      23.2,      10.5,,,,,,,       2.3
구로,423,08-21,      25.8,      30.2,      22.5,       8.5,,,,,,,       2.1
강북,424,08-21,      26.4,      30.5,      22.9,      11.3,,,,,,,       1.7
남현,425,08-21,      25.3,      29.8,      21.9,      12.9,,,,,,,       1.0
부천,433,08-21,      26.3,      30.3,      23.1,       6.0,,,,,,,       1.3
안양,434,08-21,      25.8,      29.4,      22.8,       8.4,,,,,,,       2.2
광명,437,08-21,      26.4,      30.4,      23.5,       8.2,,,,,,,       2.1
군포,438,08-21,      25.8,      29.9,      22.8,       8.8,,,,,,,       1.5
김포,441,08-21,      25.1,      29.3,      21.8,       7.0,,,,,,,       1.7
하남,444,08-21,      25.2,      29.9,      21.6,       9.7,,,,,,,       0.9
의왕,445,08-21,      24.7,      29.1,      21.2,       8.9,,,,,,,       1.0
포천,504,08-21,      24.6,      29.9,      20.7,      11.8,,,,,,,       1.3
가평조종,505,08-21,      23.2,      28.9,      19.4,      12.4,,,,,,,       0.9
영등포,510,08-21,      26.5,      30.7,      23.8,      10.8,,,,,,,       1.7
인천연수,512,08-21,      26.0,      30.1,      22.8,       6.2,,,,,,,       1.7
안성,516,08-21,      25.5,      30.2,      21.9,       7.6,,,,,,,       1.1
간성,517,08-21,      23.4,      27.3,      20.1,      10.6,,,,,,,       1.4
평창,526,08-21,      22.8,      28.0,      19.1,       7.4,,,,,,,       1.0
의정부,532,08-21,      24.6,      29.5,      20.9,      12.6,,,,,,,       1.0
횡성,536,08-21,      24.2,      29.5,      20.5,      10.1,,,,,,,       1.0
고양,540,08-21,      24.9,      30.1,      21.0,       9.0,,,,,,,       1.3
남양주,541,08-21,      24.5,      29.8,      20.4,      11.6,,,,,,,       1.0
안산,545,08-21,      24.9,      29.9,      21.1,       8.0,,,,,,,       1.4
경기광주,546,08-21,      24.6,      29.4,      21.2,       9.7,,,,,,,       1.5
여주,548,08-21,      24.4,      29.6,      20.9,       6.0,,,,,,,       1.1
용인,549,08-21,      24.5,      29.3,      20.9,       8.7,,,,,,,       1.3
오산,550,08-21,      25.2,      30.3,      21.7,       9.5,,,,,,,       1.1
평택,551,08-21,      25.7,      30.3,      22.0,       7.7,,,,,,,       1.6
화천,555,08-21,      23.4,      29.6,      19.6,      11.7,,,,,,,       0.9
양구,556,08-21,      23.0,      29.1,      19.3,      11.1,,,,,,,       0.9
시흥,565,08-21,      25.8,      29.8,      22.4,       8.5,,,,,,,       1.7
구리,569,08-21,      25.6,      30.0,      21.9,      12.4,,,,,,,       1.4
금곡,570,08-21,      24.7,      29.1,      21.3,       8.3,,,,,,,       1.3
화성,571,08-21,      25.2,      29.5,      22.0,       8.2,,,,,,,       1.3
성남,572,08-21,      25.9,      30.1,      22.4,      11.5,,,,,,,       1.2
과천,590,08-21,      25.4,      30.0,      21.7,       8.8,,,,,,,       1.8
진부령,595,08-21,      20.6,      24.8,      17.5,      10.7,,,,,,,       2.3
양주,598,08-21,      24.7,      30.0,      20.5,       8.6,,,,,,,       1.3
단양,601,08-21,      24.4,      29.6,      20.7,       7.7,,,,,,,       0.8
진천,602,08-21,      24.0,      29.3,      20.2,       6.0,,,,,,,       1.0
괴산,603,08-21,      24.2,      29.3,      20.4,       7.6,,,,,,,       0.9
옥천,604,08-21,      24.7,      29.9,      21.1,       7.4,,,,,,,       0.9
홍북,608,08-21,      24.8,      29.7,      20.7,       7.4,,,,,,,       1.4
세종연서,611,08-21,      24.4,      29.7,      20.8,       7.2,,,,,,,       1.0
공주,612,08-21,      25.3,      30.2,      21.6,       6.6,,,,,,,       1.2
서천,614,08-21,      25.3,      29.8,      22.0,       6.6,,,,,,,       1.6
논산,615,08-21,      25.2,      30.5,      21.6,       9.1,,,,,,,       1.3
당진,616,08-21,      24.7,      29.3,      21.3,       9.6,,,,,,,       1.8
청양,618,08-21,      24.6,      29.5,      20.5,       8.6,,,,,,,       1.0
음성,619,08-21,      24.0,      29.5,      19.9,       8.8,,,,,,,       1.1
증평,623,08-21,      24.8,      30.1,      20.9,       7.0,,,,,,,       1.0
태안,627,08-21,      25.4,      29.7,      22.3,       9.3,,,,,,,       1.8
예산,628,08-21,      25.5,      30.6,      21.9,       7.1,,,,,,,       1.7
아산,634,08-21,      25.5,      30.2,      21.9,       8.9,,,,,,,       1.7
계룡,636,08-21,      24.7,      29.7,      20.7,       8.5,,,,,,,       0.9
오월드,642,08-21,      26.0,      30.9,      22.5,       9.1,,,,,,,       1.2
세천,643,08-21,      24.9,      30.0,      21.1,       7.7,,,,,,,       0.9
장동,648,08-21,      25.0,      29.9,      21.2,       6.4,,,,,,,       1.0
부평,649,08-21,      26.0,      31.2,      21.9,       8.3,,,,,,,       0.5
연천청산,652,08-21,      24.7,      29.9,      20.8,       9.8,,,,,,,       1.0
양양,670,08-21,      24.6,      28.1,      21.4,       5.9,,,,,,,       1.8
사북,674,08-21,      20.9,      25.6,      17.4,       7.1,,,,,,,       2.1
무안,699,08-21,      25.7,      30.1,      22.4,       8.1,,,,,,,       1.6
무주,701,08-21,      24.0,      29.5,      20.1,       7.0,,,,,,,       1.1
익산,702,08-21,      25.5,      30.5,      22.0,       8.0,,,,,,,       1.4
진안,703,08-21,      23.2,      28.4,      19.5,       8.2,,,,,,,       1.2
담양,706,08-21,      25.2,      30.0,      21.6,      10.4,,,,,,,       1.2
광산,708,08-21,      26.1,      30.9,      22.2,       9.6,,,,,,,       1.4
구례,709,08-21,      25.7,      31.1,      22.0,       8.7,,,,,,,       1.0
나주,710,08-21,      26.0,      31.0,      22.3,       9.0,,,,,,,       1.2
순천시,712,08-21,      26.1,      30.3,      23.2,      10.1,,,,,,,       1.5
광양읍,713,08-21,      25.9,      31.0,      22.4,       9.7,,,,,,,       1.0
조선대,722,08-21,      25.9,      30.3,      22.5,       9.3,,,,,,,       1.7
거문도,723,08-21,      26.6,      29.5,      24.7,      10.7,,,,,,,       2.8
추자도,724,08-21,      25.9,      28.8,      24.0,       8.7,,,,,,,       3.3
장성,730,08-21,      25.2,      30.4,      21.6,      10.3,,,,,,,       1.2
영암,731,08-21,      25.9,      30.3,      22.4,       7.7,,,,,,,       1.8
보성,732,08-21,      24.5,      29.2,      21.1,      11.4,,,,,,,       1.5
완주,734,08-21,      25.5,      30.9,      21.6,       9.5,,,,,,,       1.3
김제,737,08-21,      26.0,      30.8,      22.6,       7.1,,,,,,,       1.9
화순,741,08-21,      25.6,      31.0,      22.1,       8.9,,,,,,,       0.9
함평,754,08-21,      26.1,      30.8,      22.6,       8.4,,,,,,,       1.4
곡성,768,08-21,      25.4,      30.5,      21.4,       8.7,,,,,,,       1.0
성판악,782,08-21,      21.4,      24.8,      18.5,      27.3,,,,,,,       2.2
풍암,788,08-21,      26.6,      31.5,      23.1,      10.5,,,,,,,       1.1
압해도,789,08-21,      26.1,      30.1,      23.2,       6.8,,,,,,,       2.3
영양,801,08-21,      23.3,      28.5,      19.4,       6.6,,,,,,,       1.2
성주,810,08-21,      25.3,      30.5,      21.5,       7.2,,,,,,,       1.1
고령,812,08-21,      25.0,      30.4,      21.1,       9.6,,,,,,,       0.8
청도,813,08-21,      25.2,      30.7,      21.3,       9.4,,,,,,,       1.3
예천,815,08-21,      24.2,      29.8,      20.4,       6.5,,,,,,,       1.0
김천,822,08-21,      25.2,      30.7,      21.1,       6.4,,,,,,,       0.8
군위,823,08-21,      24.8,      30.7,      20.5,       6.5,,,,,,,       1.2
칠곡,825,08-21,      25.5,      30.9,      21.7,       6.7,,,,,,,       1.3
경산,827,08-21,      26.2,      31.4,      22.6,       9.9,,,,,,,       1.7
달성,828,08-21,      25.9,      31.5,      22.2,       9.4,,,,,,,       1.3
대구서구,846,08-21,      26.5,      31.2,      22.7,       8.4,,,,,,,       1.7
신암,860,08-21,      26.2,      30.9,      22.7,       8.3,      72.4,       5.1,       6.6,,    1003.1,    1009.9,       2.2
완산,864,08-21,      26.0,      30.8,      22.3,       7.2,      77.9,       4.8,       6.3,       3.5,    1002.9,    1009.1,       1.7
삼척,876,08-21,      24.4,      27.9,      21.3,      10.2,,,,,,,       1.5
울기,901,08-21,      24.7,      27.7,      22.9,       6.4,,,,,,,       2.4
삼천포,907,08-21,      26.0,      29.8,      23.4,      10.6,,,,,,,       1.7
영도,910,08-21,      24.9,      28.0,      23.0,       6.5,,,,,,,       3.8
고성,918,08-21,      26.4,      30.8,      22.8,      10.2,,,,,,,       1.8
창녕,919,08-21,      26.0,      31.5,      21.8,       9.2,,,,,,,       1.6
함안,920,08-21,      25.5,      31.2,      21.3,       9.3,,,,,,,       1.0
가덕도,921,08-21,      25.6,      29.3,      23.4,       5.7,,,,,,,       3.9
기장,923,08-21,      25.6,      29.7,      22.5,       7.5,,,,,,,       1.9
간절곶,924,08-21,      25.2,      27.7,      23.0,       7.7,,,,,,,       3.4
하동,932,08-21,      26.3,      31.3,      22.7,      10.1,,,,,,,       1.1
해운대,937,08-21,      25.9,      29.7,      23.3,       7.3,,,,,,,       2.4
부산진,938,08-21,      26.7,      30.5,      23.8,       7.1,,,,,,,       2.1
동래,940,08-21,      26.5,      30.6,      23.5,       7.3,,,,,,,       1.8
북구,941,08-21,      26.1,      30.2,      23.1,       7.5,,,,,,,       2.2
부산남구,942,08-21,      26.8,      30.0,      24.3,       8.0,,,,,,,       2.1
정자,949,08-21,      25.6,      29.4,      22.3,       7.4,,,,,,,       2.6
속초,90,08-22,      23.8,      27.1,      20.6,       8.1,      80.0,       5.1,,,    1007.0,    1009.1,       2.0
철원,95,08-22,      23.2,      28.1,      19.2,       9.9,      80.9,       5.4,,,     991.2,    1008.8,       1.8
동두천,98,08-22,      24.1,      29.3,      20.2,       9.5,      77.4,       5.0,,,     996.1,    1008.9,       1.4
파주,99,08-22,      24.1,      29.3,      20.2,       9.6,      83.4,       5.3,,,    1005.8,    1009.3,       1.5
대관령,100,08-22,      19.0,      23.0,      15.7,      11.7,      86.7,       4.5,,,     919.8,    1009.5,       2.8
춘천,101,08-22,      24.2,      29.1,      20.3,      11.9,      80.1,       5.2,,,    1000.4,    1009.1,       1.2
백령도,102,08-22,      23.3,      26.5,      21.0,       4.0,      82.1,       6.5,       5.9,,     993.2,    1008.4,       3.6
강릉,105,08-22,      24.5,      28.1,      21.2,       7.1,      75.2,       4.9,,,    1006.4,    1009.4,       2.0
동해,106,08-22,      23.7,      27.2,      20.5,       5.7,      80.6,       5.1,,,    1004.9,    1009.2,       1.8
서울,108,08-22,      25.4,      29.4,      22.2,      11.5,      71.9,       5.0,       6.4,       4.1,     999.0,    1008.7,       2.2
인천,112,08-22,      25.1,      28.7,      22.2,       8.3,      78.5,       6.1,       6.2,       4.2,    1000.7,    1008.5,       2.4
원주,114,08-22,      24.7,      29.6,      20.8,       7.8,      75.2,       4.7,,,     992.0,    1008.9,       1.0
울릉도,115,08-22,      23.5,      26.4,      21.4,       4.9,      82.5,       5.5,       6.5,       4.2,     984.5,    1009.6,       3.4
수원,119,08-22,      25.4,      29.7,      21.9,       9.6,      77.2,       5.4,       6.5,       4.1,    1005.0,    1009.1,       1.8
영월,121,08-22,      23.7,      29.1,      19.9,       7.0,      79.6,       4.7,,,     982.1,    1009.2,       1.2
충주,127,08-22,      24.5,      29.6,      20.5,       7.0,      75.4,       5.1,,,     998.0,    1009.1,       1.4
서산,129,08-22,      24.6,      29.1,      20.9,      11.0,      82.2,       5.7,,,    1006.1,    1009.0,       2.1
울진,130,08-22,      23.7,      27.4,      20.8,       6.5,      82.5,       5.6,,,    1003.6,    1009.3,       2.8
청주,131,08-22,      25.5,      30.0,      22.0,       6.8,      73.1,       5.3,       6.6,       4.3,    1002.4,    1009.0,       1.7
대전,133,08-22,      25.4,      29.7,      21.9,       8.7,      78.3,       5.2,       6.6,       3.8,    1001.1,    1009.0,       1.8
추풍령,135,08-22,      23.7,      28.5,      19.9,       7.2,      78.9,       4.9,,,     981.6,    1009.2,       1.8
안동,136,08-22,      24.6,      29.6,      20.7,       4.7,      77.0,       5.6,       6.5,       4.2,     993.5,    1009.5,       1.4
상주,137,08-22,      24.7,      29.5,      21.2,       6.4,      79.3,       4.6,,,     998.5,    1009.6,       1.0
포항,138,08-22,      25.7,      29.1,      23.0,       8.2,      77.7,       5.7,       6.4,       4.3,    1009.3,    1009.7,       2.6
군산,140,08-22,      25.3,      29.2,      22.2,       7.2,      83.5,       5.5,,,    1005.8,    1008.9,       3.0
울산,152,08-22,      25.5,      29.6,      22.4,       9.9,      77.5,       5.4,       6.3,,    1004.7,    1009.4,       2.0
창원,155,08-22,      26.1,      30.0,      23.1,      12.1,      76.8,       5.3,       6.1,,    1006.4,    1008.9,       1.8
광주,156,08-22,      25.9,      30.2,      22.7,       9.7,      78.8,       5.0,       6.4,,    1000.5,    1008.7,       2.0
부산,159,08-22,      25.8,      29.2,      23.4,      10.7,      78.2,       6.1,       6.0,       4.1,    1001.2,    1009.1,       3.6
통영,162,08-22,      25.6,      29.2,      22.9,      10.9,      81.0,       5.7,,,    1005.8,    1009.4,       2.3
목포,165,08-22,      25.8,      29.5,      23.1,       7.8,      82.4,       6.0,       6.1,       4.1,    1004.1,    1008.9,       2.9
여수,168,08-22,      25.6,      28.5,      23.4,      13.8,      79.2,       5.8,       5.8,       4.6,    1001.4,    1009.0,       3.7
흑산도,169,08-22,      24.5,      27.8,      22.3,       9.2,      88.5,       5.9,       6.2,,     999.8,    1008.7,       3.9
완도,170,08-22,      25.5,      29.3,      22.8,      10.4,      83.3,       5.2,,,    1005.3,    1008.8,       2.8
고창,172,08-22,      25.6,      29.9,      22.3,      14.8,      87.5,       4.6,,,    1002.5,    1008.4,       2.3
제주,184,08-22,      26.8,      29.8,      24.4,      12.6,      76.3,       5.9,       6.1,       4.5,    1006.2,    1008.7,       2.7
고산,185,08-22,      26.2,      29.1,      23.7,       9.7,      83.6,       6.7,,,    1000.0,    1008.2,       4.9
성산,188,08-22,      26.2,      29.6,      23.3,      16.2,      81.3,       5.9,,,    1006.8,    1008.9,       2.8
서귀포,189,08-22,      27.0,      30.0,      24.5,      17.8,      80.4,       6.0,       6.2,       3.9,    1002.7,    1008.4,       2.5
진주,192,08-22,      25.4,      30.1,      21.7,      10.7,      78.7,       5.3,,,    1006.1,    1009.1,       1.3
강화,201,08-22,      24.0,      28.4,      20.2,       8.4,      78.3,       6.1,,,    1003.9,    1009.3,       1.9
양평,202,08-22,      24.5,      29.7,      20.6,       9.8,      78.6,       5.3,,,    1004.2,    1009.7,       1.2
이천,203,08-22,      24.4,      29.5,      20.3,       8.0,      76.1,       5.3,,,    1000.3,    1009.1,       1.2
인제,211,08-22,      22.7,      28.1,      18.9,       9.9,      78.8,       5.1,,,     986.9,    1009.6,       1.8
홍천,212,08-22,      23.9,      29.7,      19.8,       9.7,      75.5,       5.2,,,     993.5,    1009.6,       1.1
태백,216,08-22,      20.7,      25.4,      17.0,       8.2,      79.3,       4.5,,,     930.2,    1009.0,       1.6
정선군,217,08-22,      23.5,      29.0,      19.8,       7.7,      80.3,       4.0,,,     974.4,    1009.0,       1.3
제천,221,08-22,      23.2,      28.6,      19.0,       7.6,      76.1,       5.1,,,     980.0,    1009.5,       1.3
보은,226,08-22,      23.7,      29.0,      19.6,       7.7,      76.9,       5.5,,,     989.3,    1008.9,       1.1
천안,232,08-22,      24.5,      29.5,      20.5,       8.4,      76.8,       5.4,,,    1005.1,    1008.9,       1.5
보령,235,08-22,      25.1,      29.2,      21.5,       9.2,      80.9,       5.8,,,    1006.9,    1009.0,       1.7
부여,236,08-22,      25.0,      30.0,      21.2,       8.3,      78.6,       5.5,,,    1007.7,    1009.2,       1.2
금산,238,08-22,      24.2,      29.6,      20.2,       7.1,      75.8,       5.0,,,     989.8,    1009.2,       1.1
부안,243,08-22,      25.2,      29.9,      21.7,       8.0,      79.7,       5.8,,,    1007.9,    1009.1,       1.4
임실,244,08-22,      23.7,      29.0,      19.8,       8.6,      79.1,       5.2,,,     981.3,    1009.1,       1.1
정읍,245,08-22,      25.4,      30.2,      21.7,       9.6,      77.8,       5.0,,,    1003.8,    1009.1,       1.2
남원,247,08-22,      24.8,      30.0,      20.9,      10.3,      78.7,       5.5,,,     997.6,    1009.1,       1.2
장수,248,08-22,      22.8,      27.9,      18.7,       9.5,      81.7,       4.8,,,     963.5,    1009.1,       1.4
영광군,252,08-22,      25.7,      30.1,      22.5,      11.5,      82.1,       5.7,,,    1004.4,    1008.6,       1.9
김해시,253,08-22,      27.0,      31.5,      23.8,       6.7,      75.6,       5.6,,,    1003.2,    1009.9,       1.9
순창군,254,08-22,      25.3,      30.3,      21.7,      12.4,      80.6,       4.9,,,     994.7,    1009.1,       1.3
양산시,257,08-22,      26.9,      31.2,      23.7,       8.1,      74.9,       5.2,,,    1008.8,    1010.5,       2.5
강진군,259,08-22,      25.9,      30.0,      22.8,      14.7,      83.6,       5.0,,,    1007.9,    1009.3,       2.0
장흥,260,08-22,      25.0,      29.5,      21.4,      11.5,      81.9,       5.2,,,    1004.0,    1008.9,       1.5
해남,261,08-22,      25.4,      29.8,      21.6,       9.3,      81.4,       6.0,,,    1007.0,    1009.0,       2.0
고흥,262,08-22,      25.2,      29.4,      21.7,      11.3,      78.0,       5.4,,,    1003.2,    1009.1,       1.3
의령군,263,08-22,      25.0,      29.8,      21.3,      11.7,      85.9,       4.6,,,    1007.1,    1008.7,       1.0
함양군,264,08-22,      24.7,      29.8,      21.1,      11.6,      87.3,       4.1,,,     991.5,    1008.5,       0.7
진도군,268,08-22,      25.9,      29.9,      22.6,      12.5,,,,,,,       1.6
봉화,271,08-22,      22.4,      28.0,      17.9,       5.3,      79.4,       4.9,,,     973.3,    1009.0,       1.1
영주,272,08-22,      23.7,      28.9,      19.5,       7.1,      76.4,       5.2,,,     985.6,    1009.1,       1.4
문경,273,08-22,      23.6,      28.7,      19.7,       7.2,      79.2,       4.9,,,     989.9,    1009.3,       1.2
청송군,276,08-22,      23.9,      29.6,      19.8,       5.5,      82.1,       4.2,,,     985.6,    1009.0,       0.9
영덕,277,08-22,      24.1,      28.6,      20.7,       6.3,      79.3,       5.9,,,    1005.8,    1010.5,       2.3
의성,278,08-22,      24.6,      30.5,      20.0,       5.0,      75.9,       5.1,,,    1000.3,    1009.3,       1.0
구미,279,08-22,      25.1,      30.2,      21.2,       6.1,      76.0,       5.4,,,    1004.2,    1009.5,       1.1
영천,281,08-22,      24.8,      30.0,      20.8,       8.6,      74.9,       5.7,,,     999.1,    1009.7,       1.5
경주시,283,08-22,      25.0,      30.0,      21.5,       9.2,      82.9,       4.6,,,    1004.8,    1009.1,       1.8
경주시,283,08-22,      25.0,      30.0,      21.5,       9.2,      82.9,       4.6,,,    1004.8,    1009.1,       1.8
거창,284,08-22,      23.9,      29.3,      19.8,       8.4,      79.9,       5.5,,,     984.2,    1009.4,       1.1
합천,285,08-22,      25.1,      30.5,      21.0,      11.5,      75.3,       5.3,,,    1005.8,    1009.5,       1.1
밀양,288,08-22,      25.5,      30.7,      21.5,       8.6,      76.9,       5.5,,,    1008.3,    1009.6,       1.3
산청,289,08-22,      24.5,      29.5,      20.8,      12.7,      78.4,       5.1,,,     994.0,    1009.8,       1.1
거제,294,08-22,      25.5,      29.4,      22.4,      13.1,      77.1,       5.8,,,    1004.6,    1009.0,       1.7
남해,295,08-22,      25.5,      29.8,      22.4,      15.5,      78.4,       5.5,,,    1004.6,    1009.8,       1.4
